pair_id,poem1,poem2,poem1_dataset,poem2_dataset,question1,question1_id,question2,question2_id,question3,question3_id,question4,question4_id,question5,question5_id
201eb1ff-5090-4c3a-afd0-24cd527073c1,"pines thy fallen nature ever<br>for the unfallen nature sweet .<br>but she shuns thy long endeavour ,<br>though her flowers and wheat<br>throng and press thy pausing feet .","come you , my careful flock , forego you master ,<br>i 'll fold you up and after fall a-sighing ;<br>words have no worth my secret wounds to plaster ;<br>naught may refresh my joys but phillis nighing .<br>farewell , old demades .",gutenberg,gutenberg,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem,Which poem has better rhyming?,rhyming-poem
a4c8d9cc-0466-47f6-9eba-91b523e25e85,"and those that were good shall be happy : they shall sit in a golden<br>chair ;<br>they shall splash at a ten-league canvas with brushes of comets ’ hair ;<br>they shall find real saints to draw from — magdalene , peter , and paul ;<br>they shall work for an age at a sitting and never be tired at all !","alone. alone! alone! alone! alone!<br>alone alone alone alone. i own,<br>indeed, that heaven, being over grown,<br>is hardly any longer lovely. yet,<br>alone! alone! alone! alone alone!<br>alone. i only have myself. i let,<br>i yield. perhaps, i never shall have own.<br>alone! alone! alone! together! all!<br>myself. i never had companions fall.",gutenberg,true_poetry,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more readable?,readable-poem
3a859d69-48fa-468d-8fc4-f11e287d13be,"all the angels in heaven shall sing<br>on christmas day ,<br>on christmas day ;<br>all the angels in heaven shall sing<br>on christmas day in the morning .","i sang: all song with love and fancy's worth<br>to sing is welcome, or a long array<br>of summer days, when first the stars ran forth<br>and pictured in the april of a day",gutenberg,deepspeare,Which poem is more grammatical?,grammatical-poem,Which poem is more melodious?,melodious-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more coherent?,coherent-poem
f661c917-3c55-45bc-8a84-f257cbb1cd63,"is the goal distant , and troubled the road ,<br>and the way long ?<br>and heavy your load ?<br>then gird up your courage , and say ‘ i am strong , ’<br>and keep going .","for what can ever give us back again<br>the dear , familiar things of every day ;<br>the loved and common language that we share ;<br>the trivial pleasures ; and , when children play ,<br>their laughter , and the touch of hands ; and jests ; and common care ?",gutenberg,gutenberg,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem is more grammatical?,grammatical-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem
de291c40-bd2d-4428-b8ee-95d52165b7d1,"this was her birth-day here ,<br>when summer 's latest flowers<br>were kindling to their flush and prime ,<br>as if they felt how short the time<br>in these terrestrial bowers .","the matter of the matter of the stars,<br>about which they sometimes inform the drought,<br>the weather, even our domestic cars,<br>about the matter, matter of about,<br>about, the stars perhaps, perhaps the stars,<br>about which even children know as bout,<br>about which children never ever cars,<br>about about the matters of the stars,<br>perhaps about which even babies' cars.",gutenberg,true_poetry,Which poem is more comprehensible?,comprehensible-poem,Which poem is more melodious?,melodious-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem
63c531e3-77f5-4975-8657-e356eced7fc1,"turn then your eyes from the far track<br>of worlds , and gazing inward ,<br>o brother , fare where life has come ,<br>yea , into its far whence fare back .<br>all other ways are sinward .","oh ! for the night is near , <br>and the wild birds go home . <br>you are a long and bitter night <br>and the weak vision that we must part",gutenberg,ngram,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem is more comprehensible?,comprehensible-poem
4a310779-161c-4469-b1aa-5ddba3883ce7,"yet twas what room thy by the victory ’ s feat <br>and so demands my friends , and bent your side <br>but never blasted ; but his and right blessed <br>a foot at up a wood , which strongly wires","pity for such as peace his answer then <br>that more but mutual vengeance may invoke <br>feel these , but if thou shouldst great errors find <br>which , looking out imploring to the thief",jhamtani,jhamtani,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem looks more like a real poem?,real-poem,Which poem is more readable?,readable-poem,Which poem is more coherent?,coherent-poem
e6a870df-00a7-455d-9614-2dda1643ab86,"even so my love may bring me joy or woe ,<br>both measureless , but either counted gain<br>since given by her . for pain and pleasure flow<br>like tides upon us of the self-same sea .<br>tears are the gems of joy and misery .","time hast thou on life to honest sore hand ,<br>silent such strange , new rule , which by day<br>sprang from god , this 'd of my tongue to step me —<br>old foe ! the line of sorrow beyond out ,<br>no",gutenberg,lstm,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more comprehensible?,comprehensible-poem
2393e53a-be70-4254-8c71-d5a231e0ef4a,"then i hearkened , oh ! so early , my beloved , my beloved ,<br>to that murmur from the woodland of the dove , my dear , the dove ;<br>when the nightingale came after , “ give us fame to sweeten duty ! ”<br>when the wren sang , “ give us beauty ! ”<br>she made answer , “ give us love ! ”","with his philibeg an ’ tartan plaid ,<br>an ’ gude claymore down by his side ,<br>the ladies ’ hearts he did trepan ,<br>my gallant braw john highlandman .<br>sing , hey , & c .",gutenberg,gutenberg,Which poem is more readable?,readable-poem,Which poem has better rhyming?,rhyming-poem,Which poem do you like more?,liking-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more melodious?,melodious-poem
3b0dcfbb-2bf8-415e-8b12-94487e6e49e8,"my ear is full of summer sounds ,<br>of summer sights my languid eye ;<br>beyond the dusty village bounds<br>i loiter in my daily rounds ,<br>and in the noon-time shadows lie .","all the bells on earth shall ring<br>on christmas day ,<br>on christmas day ;<br>all the bells on earth shall ring<br>on christmas day in the morning .",gutenberg,gutenberg,Which poem has better rhyming?,rhyming-poem,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem
615a1fd4-487e-4d82-bec7-48968ef6bf2c,"but he that worships the gates alone ,<br>forgetting the shrine beyond , shall see<br>the great valves open suddenly ,<br>revealing , not god 's radiant throne ,<br>but the fires of wrath and agony .",the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with all her cruell wand'rer as he rides along <br>the meanest serf on sir launfal,gutenberg,gpt2,Which poem looks more like a real poem?,real-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem
98dd75c7-8365-4822-9f80-10ac692ec15f,"like that, to carry into heaven, so,<br>i carried heaven onto heaven) all,<br>except, i carried heaven onto know.<br>i wanted to believe it, heaven. so,<br>i wanted to remember heaven, so,<br>again i carried heaven onto go.<br>i wanted to remember heaven go,<br>so, i erased the heavens. i forgot,<br>forget, forgot. remember only( not.",the castle of our desire vultures we should not thought <br>we joy we should find as torment us in the hall <br>we should not know how the woman's thought it must be nigh <br>there were nought to give the castle of its tower <br>the widowed founder of the,true_poetry,gpt2,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem
e1e00300-9301-434c-ad4a-add1ca62d837,"do you remember ? <br>i love you once met you , <br>i would sing of you , <br>o mother , i have loved you !","to know what happened under silver crystal. <br>or when this heavy iron plastic shield, <br>is slowly breaking through electric sickle ! <br>too many open arms are tightly sealed. <br><br>another hundred thousand dollar tags ! <br>my tiny little rusty letters patent ! <br>the water running over leather bags, <br>and being frightened by a lion rampant.",ngram,hafez,Which poem do you like more?,liking-poem,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem
fb0dd34e-5be8-416f-8c03-6a3374513e68,"“ i 've seen the little blue eyes <br>in the green church with a golden fire <br>where all the flowers are green . <br>we are coming , and the sun 's at last .","the shades of night were falling fast ,<br>as through an alpine village passed<br>a youth , who bore , ‘ mid snow and ice ,<br>a banner with the strange device ,<br>excelsior !",ngram,gutenberg,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem is more grammatical?,grammatical-poem,Which poem do you like more?,liking-poem
aab4f6c5-2f0f-4478-822c-0a26f216f1e7,"ah , pleasure laid up ! haste thou onward and listen ,<br>for the wind of the waste has no music like this ,<br>and not thus do the rocks of the wilderness glisten :<br>with the host of his faithful through sorrow and bliss<br>my lord goeth forth now , and knows me for his .",girt into sunset closed upon a pot <br>twas one thing that so spotless as it lies <br>he first as one that turns her gazing eyes <br>heaven love that he be singing when the moon,gutenberg,jhamtani,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem,Which poem do you like more?,liking-poem
c26c21a7-634c-4e4c-89f2-a6efdda51d53,"ready to clasp me; and to pass away<br>meekly toward them, till they bow him round<br>still bright, they greet me with the light of day<br>and tremble on them all upon the ground","why did we never sing it ,<br>why never so incline<br>on sundays or on weekdays ,<br>even when soft wafts would wing it<br>from your far floor to mine ?",deepspeare,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem is more readable?,readable-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem
5a6df001-e3eb-401d-8838-fb303b55850d,"the gods have ceased to be <br>a thousand friends , and he loves me to the place <br>of the great bleeding heart to me . <br>what then , how could i be ?","for though inari cared not at all ,<br>some other god was kinder .<br>i wonder why he has heard my call ,<br>my giftless call — and what shall befall ?...<br>hope has but left me blinder !",ngram,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more melodious?,melodious-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more intense?,intense-poem
4ec48118-8185-449c-8ff4-19332f0bc3df,"a rattling rush across the ridge ,<br>a thunder-peal beneath the bridge ;<br>and valley and hill and sober plain<br>re-echoed our triumphant strain ,<br>up the line .","my second should bring pride and joy<br>to parent-hearts , alway ,—<br>should bear the fresh soul of the boy<br>into the earnest man 's employ ,<br>and ne'er from honor stray .",gutenberg,gutenberg,Which poem is more readable?,readable-poem,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem
1006fb5e-9f21-4406-a800-5d3c728daa58,"if you wish your questions answered ,<br>listen to this ancient legend<br>from the storied hills of litchfield ,<br>from the confines of barkhamsted ,<br>and the valley of the tunxis .","this very lovely little alan kay ! <br>they label me another multi user. <br>and scratching at the video display, <br>my own entire personal computer. <br><br>not even having any nicky hilton ! <br>or maybe ever really being itty ! <br>too busy sucking on a hash collision, <br>without an overnight delivery.",gutenberg,hafez,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem,Which poem looks more like a real poem?,real-poem,Which poem is more grammatical?,grammatical-poem,Which poem has better rhyming?,rhyming-poem
5054de72-9156-4eb6-b91d-f35e64bb2aa4,"o lark that soarest in the light<br>to hail thy lord in his array ,<br>look down ; be just ; and sing aright .<br>a lover claims thy song to-day<br>to greet his lady of the may .","again. another; only it became,<br>again and ever onward after when,<br>without cessation ever after came,<br>and always came another picture; then,<br>again, another; only it appeared,<br>appeared again without cessation when,<br>within itself, without inter and weird,<br>within and over, over, after which,<br>within itself and ever onward rich.",gutenberg,true_poetry,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more grammatical?,grammatical-poem
07f66b4c-c868-4144-a6a5-a04cc5d4e01a,"the castle of our desire vultures we should not thought <br>we saw the an abused child, and we saw <br>in the leafless dark remembrance of the night <br>thea stranger child might remember how it fared <br>and would the meanest please, but i could fain be found","alas! i think that in a world doth fill<br>imprison'd as they, able to pass by<br>a rock; but now, are further than the will<br>it was the harder better than to die",gpt2,deepspeare,Which poem do you like more?,liking-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more intense?,intense-poem,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem
79c18f55-2d91-48e0-94d0-9c49371d91d9,"they know no one is coming from sofia ! <br>so join this operation joint endeavor ! <br>and die an island under costa rica ! <br>we may become a roman emperor. <br><br>i could create an open skies agreement, <br>to see the dirty south arabian, <br>but you are only human captains regent, <br>my inner mental self determination.","are mine , she said : yet she is clearly pleased <br>here immortal , like a happy chorus <br>who loved , yet so do let your love so dearly <br>i owe thee this that ye my love you seem",hafez,jhamtani,Which poem is more grammatical?,grammatical-poem,Which poem looks more like a real poem?,real-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more comprehensible?,comprehensible-poem
73eef6a4-be18-4229-8a80-f66f34f387db,"“ tho ’ be the lamp high , ’ s only —<br>you , whose way you must crave<br>steals in delight ,<br>for it is the music slowly scene ,<br>as a night at times ; there lies<br>black and onward — o",this is the spot :— ‘ tis here tradition says<br>that hopeless love from this high towering rock<br>leaps headlong to oblivion or to death .<br>oh ‘ tis a giddy height ! my dizzy head<br>swims at the precipice — ‘ tis death to fall !,lstm,gutenberg,Which poem is more coherent?,coherent-poem,Which poem do you like more?,liking-poem,Which poem looks more like a real poem?,real-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem
27bb5900-455c-40c9-a56e-a9b5b57c7b58,"prince , may the bright-winged brood of æolus<br>to sea-king glaucus ’ wild wood cavernous<br>bear him bereft of peace and hope 's least glance ,<br>for worthless is he to get good of us ,<br>who could wish evil to the state of france .","i have a certain time , <br>and in my country 's cause in the dark . <br>the little time , the day , <br>and i must go to sleep ,",gutenberg,ngram,Which poem do you like more?,liking-poem,Which poem is more intense?,intense-poem,Which poem is more melodious?,melodious-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more coherent?,coherent-poem
bbdd0f86-fe4a-4124-9f66-c35cc385cbd1,"we think not what it is; so still i pray<br>i hear and ask that for it will to be<br>never is willing to be strong and free<br>so, as we will, when all the past was day",the castle of our desire vultures we should not thought <br>we joy we should find as torment us in the hall <br>we should not know how the woman's thought it must be nigh <br>there were nought to give the castle of its tower <br>the widowed founder of the,deepspeare,gpt2,Which poem is more intense?,intense-poem,Which poem is more melodious?,melodious-poem,Which poem is more readable?,readable-poem,Which poem has better rhyming?,rhyming-poem,Which poem do you like more?,liking-poem
5c3f0441-8ae0-484d-9969-fa2703c4e6e0,"for private public graduation rates. <br>my very own entire gates foundation, <br>who try to hide behind melinda gates ! <br>an age of unemployment compensation. <br><br>and only one direct democracy ! <br>so many other people from protecting ! <br>the most environmental quality, <br>or simply any human beings sharing.","that , guard with age if he would ever bind <br>till all his awful names are human light <br>reserve his faces in the light <br>in every form the other then embrac 'd",hafez,jhamtani,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem
88d61cd3-26c8-49df-b29e-e22539b2799c,"the summer is just in its grandest prime ,<br>the earth is green and the skies are blue ;<br>but where is the lilt of the olden time ,<br>when life was a melody set to rhyme ,<br>and dreams were so real they all seemed true ?","thou hast conceiv 'd shall vanish on the lips of art <br>as that sweet smile , that still the bounteous heart <br>as if , the stage , a public state arrayed <br>intent , for further cast anew",gutenberg,jhamtani,Which poem moves you emotionally more?,moved-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem is more readable?,readable-poem,Which poem is more grammatical?,grammatical-poem
19d1c88d-7e9b-4f03-970e-f711002ef4f6,"i came to him , i thought , and cried , <br>“ i love you , dear one , ” i said , <br>“ in my heart 's delight , <br>and i know the worth of the","a bee , whose life is no more , <br>and all your tears are lost to me . <br>i think if i could have my best . <br>i 'd rather be a fool to me ;",ngram,ngram,Which poem is more grammatical?,grammatical-poem,Which poem is more coherent?,coherent-poem,Which poem is more intense?,intense-poem,Which poem looks more like a real poem?,real-poem,Which poem is more readable?,readable-poem
a9ab70d9-f793-495a-9de8-f8fa35051258,"at sunset among the the burning fare .<br>for the women , like a fond and court .<br>the following two men that pass down nymphs ,<br>to joys we travel in the ,<br>nor for life or two little worth we view<br>in pitiless silence","blood —<br>the soft , sticky patter of falling drops in the silence .<br>everything inundated .<br>faces float off in a red dream .<br>still the song of the sweet succulent patter .",lstm,gutenberg,Which poem is more melodious?,melodious-poem,Which poem looks more like a real poem?,real-poem,Which poem is more readable?,readable-poem,Which poem is more grammatical?,grammatical-poem,Which poem do you like more?,liking-poem
5b7dbc2f-1ece-48c1-9466-52678bd099a8,"the castle of our desire vultures we must be seen <br>the open ray and the worm within the cave <br>the church might be one lily yet the child of lower <br>who would fain be found by many a varying course <br>thelily could not, till more safe than he","alas! alas, the liver is, alas!<br>alas. the tumor causes many there,<br>alas. alas, alas, the liver mass,<br>the massive liver mass. alas, again,<br>alas! again, again, the massive lump,<br>the massive tumor. liver cancer then,<br>perhaps, is caused, perhaps, perhaps. but jump,<br>you people, jumping into airplanes, jump,<br>because the airplane, airplane people lump.",gpt2,true_poetry,Which poem is more intense?,intense-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more grammatical?,grammatical-poem,Which poem has better rhyming?,rhyming-poem,Which poem do you like more?,liking-poem
c524fced-9753-456a-b4e1-6e04a39964f7,"press her lips the while they glow<br>with love that they have often told ,—<br>hereafter thou mayst press in woe ,<br>and kiss them till thine own are cold .<br>press her lips the while they glow !","slow-moving moonlight once did pass<br>across the dreaming looking-glass ,<br>where , sunk inviolably deep ,<br>old secrets unforgotten sleep<br>of beauties unforgettable .",gutenberg,gutenberg,Which poem looks more like a real poem?,real-poem,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more melodious?,melodious-poem
ed3933b1-3218-4c30-8b08-f66862d49cce,"the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and","before, before, behind, before and, well,<br>behind before, before, behind. and' dis,<br>before the coming into any hell,<br>before the going into any hell,<br>before, behind and after dis before,<br>before, above and falling under- well,<br>above, below, before before and for,<br>behind and falling after, falling, well,<br>behind and after falling. well. the. hell.",gpt2,true_poetry,Which poem is more intense?,intense-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem is more readable?,readable-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more grammatical?,grammatical-poem
96299ba1-91c6-4d56-ab40-f1a8f1a612d4,"the golden locks are silvered now ,<br>the blushing cheek is pale and wan ;<br>the spring may bloom , the autumn glow ,<br>all 's one — in chimney corner thou<br>sitt'st shivering on .—","this is the story , strange and true ,<br>that the great captain alau<br>told to his brother the tartar khan ,<br>when he rode that day into kambalu<br>by the road that leadeth to ispahan .",gutenberg,gutenberg,Which poem is more grammatical?,grammatical-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem do you like more?,liking-poem,Which poem is more coherent?,coherent-poem,Which poem is more readable?,readable-poem
f9288138-c155-4e9b-9fb1-0f6201b33a14,"a space between the valley and the sea <br>that went , men left and looks on me <br>since years , more simple than man 's joys <br>happy a fabric that adown the hour","when all is done , say not my day is o'er ,<br>and that thro ’ night i seek a dimmer shore :<br>say rather that my morn has just begun ,—<br>i greet the dawn and not a setting sun ,<br>when all is done .",jhamtani,gutenberg,Which poem is more melodious?,melodious-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more readable?,readable-poem,Which poem is more coherent?,coherent-poem
09f012e3-e907-46af-b51f-952aa0b3ec96,"so busy doing something very clever ! <br>i know their social thoughts become obscure. <br>with such a sympathetic character, <br>who needs another name to reassure. <br><br>they follow me around without explaining, <br>not asking any questions after teasing ! <br>but there is nothing wrong or even faking ! <br>what happens when the truth remains misleading.","then i said sadly : “ all is vain ;<br>no use there is in planning aught ,<br>labor is wasted once again ,<br>and wisdom is to folly brought ,<br>and all the day has gone for naught .”",hafez,gutenberg,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem moves you emotionally more?,moved-poem
1dc72f1f-471a-4cf8-8d89-7c1902f68ece,"the castle of our desire vultures we should defend <br>and blot the modest el vines with fraternal rage <br>causing our poor hearts with loud prayer and fine <br>now the poor, in watery lustre daine <br>and the poor india, shicke by a waste of","the fools tell merit if his ear the plan <br>vainly may touch ’ olympus hied <br>wretch the work as of troy ’ self midnight <br>pride so , kind of age , of his amour",gpt2,jhamtani,Which poem is more comprehensible?,comprehensible-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more grammatical?,grammatical-poem,Which poem do you like more?,liking-poem
58d77be7-ebaf-48ed-8bb5-2a351dd981e2,"what is the time of love , <br>the world shall be a living creature , <br>and i am not a man . <br>the poet 's little one , a little boy ,","with drurys for sartin we 'll never have done ,<br>we 've built up another , and yet there 's but one ;<br>the old one was best , yet i 'd say , if i durst ,<br>the new one is better — the last is the first .<br>tol de rol , & c .",ngram,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more readable?,readable-poem,Which poem is more grammatical?,grammatical-poem
7e49002d-2a01-4b4f-9e24-24b0ca67e662,"round a bed , while while birds take their last :<br>each friendly it in all , she could n't perhaps ;<br>for he 'll angel you bore him along the o , i friends you do ,<br>until i get away in my sleep ;<br>let others sing too much","and even after, even after you,<br>before you even, after me. and who,<br>exactly, am we writing here at. who,<br>exactly? i suppose, we never quite,<br>exactly figured out, precisely? we,<br>the writers, we supposed we figured right,<br>we figured, figured, right. except. we see,<br>we never really know, precisely! not.<br>we never figure, figure. we may plot.",lstm,true_poetry,Which poem is more grammatical?,grammatical-poem,Which poem looks more like a real poem?,real-poem,Which poem has better rhyming?,rhyming-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more intense?,intense-poem
d65fd223-ffec-4f2b-98d9-abe3d161e82a,"in rigorous hours , when down the iron lane<br>the redbreast looks in vain<br>for hips and haws ,<br>lo , shining flowers upon my window-pane<br>the silver pencil of the winter draws .","is it that you have had , dear lord , <br>when we are lost , and we 'll be at the work . ” <br>‘ twas well the afternoon and the rocks ; <br>and the birds and",gutenberg,ngram,Which poem looks more like a real poem?,real-poem,Which poem is more intense?,intense-poem,Which poem is more melodious?,melodious-poem,Which poem is more comprehensible?,comprehensible-poem,Which poem has better rhyming?,rhyming-poem
fe8c48fe-4974-4a14-9a20-1d9805a8003b,"the castle of our desire vultures we should defend <br>and blot the modest el vines with fraternal rage <br>causing our poor hearts with loud prayer and fine <br>now the poor, in watery lustre daine <br>and the poor india, shicke cold and mute","but he , older and wiser , stronger and sadder of heart ,<br>remembers still the cruel winter , and knows<br>that in some months that death will come again ;<br>and , for a season , lonelily meditates<br>above his lighter companions ’ frivolity .",gpt2,gutenberg,Which poem has better rhyming?,rhyming-poem,Which poem looks more like a real poem?,real-poem,Which poem is more intense?,intense-poem,Which poem is more readable?,readable-poem,Which poem is more comprehensible?,comprehensible-poem
a5e14858-a1f6-4130-88c3-c6891f64bae9,"peach to us in thy mercy grant ;<br>in our times , lord , it settle ;<br>sure there is not another one<br>able to fight our battle<br>except thee , our lord god , only .","slow-moving moonlight once did pass<br>across the dreaming looking-glass ,<br>where , sunk inviolably deep ,<br>old secrets unforgotten sleep<br>of beauties unforgettable .",gutenberg,gutenberg,Which poem has better rhyming?,rhyming-poem,Which poem is more melodious?,melodious-poem,Which poem is more intense?,intense-poem,Which poem is more coherent?,coherent-poem,Which poem is more readable?,readable-poem
546717d4-de0c-40e9-bd30-ad06972bdfd8,"i think that , when the second herschel tried<br>those great hexameters in our english tongue ,<br>a nobler shield than ever achilles knew<br>shone through the song and made his<br>echoes live :","entire body causes stomach pain, <br>friction by electric color vision. <br>and from the very greedy rotting brain ! <br>become chaotic sexual affliction. <br><br>i wanna feel my medical condition, <br>erotic senses causing aggravation ! <br>i wanna use this nicotine addiction ! <br>remote control and social isolation.",gutenberg,hafez,Which poem moves you emotionally more?,moved-poem,Which poem is more grammatical?,grammatical-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem,Which poem is more melodious?,melodious-poem
d23a65f7-004a-4a4e-a69c-6af8820ac020,"ask if i love thee ? how else could i borrow<br>pride from man 's slander , and strength from my sorrow ?<br>laugh when they sneer at the fanatic 's bride ,<br>knowing no bliss , save to toil and abide<br>weeping by thee .","there is a bright fountain , thro ’ that desert stealing<br>to pure lips alone its refreshment revealing —<br>what may that fountain be ?<br>‘ tis truth , holy truth , that , like springs under ground ,<br>by the gifted of heaven alone can be found .",gutenberg,gutenberg,Which poem moves you emotionally more?,moved-poem,Which poem is more melodious?,melodious-poem,Which poem is more coherent?,coherent-poem,Which poem is more intense?,intense-poem,Which poem has better rhyming?,rhyming-poem
8796c887-4f1f-4d33-bd96-54e875610845,"as any person putting children under, <br>a major lady at the royal womb. <br>so settle back relax and do not stutter ! <br>no matter where a human mind consume. <br><br>for being very highly flexible, <br>too many people under toilet training ! <br>they never even see enough parental ! <br>depending on another muscle wasting.","so much of all my reason or the call<br>sure in my words with that you cannot tell<br>me rather to be more than me such and<br>and i, not shut to him, i understand",hafez,deepspeare,Which poem looks more like a real poem?,real-poem,Which poem is more melodious?,melodious-poem,Which poem do you like more?,liking-poem,Which poem is more coherent?,coherent-poem,Which poem is more grammatical?,grammatical-poem
e8531b6f-efaa-4bdb-9eec-9cd557b7f54d,"not o'er thy dust let there be spent<br>the gush of maudlin sentiment ;<br>such drift as that is not for thee ,<br>whose life and deeds and songs agree ,<br>sublime in their simplicity .","and those that were good shall be happy : they shall sit in a golden<br>chair ;<br>they shall splash at a ten-league canvas with brushes of comets ’ hair ;<br>they shall find real saints to draw from — magdalene , peter , and paul ;<br>they shall work for an age at a sitting and never be tired at all !",gutenberg,gutenberg,Which poem do you like more?,liking-poem,Which poem looks more like a real poem?,real-poem,Which poem moves you emotionally more?,moved-poem,Which poem is more coherent?,coherent-poem,Which poem is more melodious?,melodious-poem
fab1478f-9b3d-45ea-bc97-bcc1c5516554,"we think not what it is; so still i pray<br>i hear and ask that for it will to be<br>never is willing to be strong and free<br>so, as we will, when all the past was day","with lions and of fold, which she has told<br>for nothing there can find a land of gold<br>shall he behold it on the world to say<br>and he was such a thing to pass his way",deepspeare,deepspeare,Which poem is more readable?,readable-poem,Which poem is more melodious?,melodious-poem,Which poem has better rhyming?,rhyming-poem,Which poem is more coherent?,coherent-poem,Which poem looks more like a real poem?,real-poem
3a56ceb9-f07b-4caa-ad1b-8343315c494e,"i walked a home , and i <br>watch the great river 's tide , <br>and the clouds are scattered clear , <br>the branches of the mountain 's breast ,","the people from behind melinda gates, <br>are causing unemployment compensation ! <br>not like awareness month united states ! <br>it needs no greater moral obligation. <br><br>or any social alcohol addiction, <br>to fill a mental health facility. <br>we only need a ten percent prescription ! <br>and criminal responsibility.",ngram,hafez,Which poem is more grammatical?,grammatical-poem,Which poem is more intense?,intense-poem,Which poem looks more like a real poem?,real-poem,Which poem moves you emotionally more?,moved-poem,Which poem has better rhyming?,rhyming-poem
