id,poem1,poem2,dataset1,dataset2,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
92668652-20de-4de8-b432-5f2c5f6aa7ed_2,and the gay word on my lip<br>never lets my secret slip<br>to my share of the world !<br>light my feet trip over the green —<br>but my heart cries in the keen !,"and kill me , and twice ripe to bow her heart <br>the second thought i flatter 'd on her breast <br>murmured her stems , fresh as the morn moon stoop <br>vast zone adown the myriad brightest walls",gutenberg,jhamtani,2,1,1,1,2,1,1,1,1,1
1459e7f4-92a4-423c-9235-17c7c5f6c3c6_0,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wanders are of nought <br>meanly he finds himself,— the wanton","i heard a voice , and cried , <br>“ i love to love you . ” <br>just as you said , “ my soul 's delight <br>is not the muse that we are at last .",gpt2,ngram,1,1,2,1,1,2,2,1,1,1
1459e7f4-92a4-423c-9235-17c7c5f6c3c6_1,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wanders are of nought <br>meanly he finds himself,— the wanton","i heard a voice , and cried , <br>“ i love to love you . ” <br>just as you said , “ my soul 's delight <br>is not the muse that we are at last .",gpt2,ngram,2,2,2,2,2,2,2,2,1,2
1459e7f4-92a4-423c-9235-17c7c5f6c3c6_2,"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wanders are of nought <br>meanly he finds himself,— the wanton","i heard a voice , and cried , <br>“ i love to love you . ” <br>just as you said , “ my soul 's delight <br>is not the muse that we are at last .",gpt2,ngram,2,2,2,2,1,1,2,2,2,2
7a04fd7a-5fbc-49c3-9230-b0586156eb96_0,"the church-bells rock and jangle , and there is peace on the earth .<br>peace and good will and plenty and christmas games and mirth .<br>o , the gold glints bright on the wind-vane as it shifts above the<br>squire 's house ,<br>and the water of the bar of salcombe is muttering about the bows .","this is the story , strange and true ,<br>that the great captain alau<br>told to his brother the tartar khan ,<br>when he rode that day into kambalu<br>by the road that leadeth to ispahan .",gutenberg,gutenberg,1,1,1,2,1,2,1,1,1,1
7a04fd7a-5fbc-49c3-9230-b0586156eb96_1,"the church-bells rock and jangle , and there is peace on the earth .<br>peace and good will and plenty and christmas games and mirth .<br>o , the gold glints bright on the wind-vane as it shifts above the<br>squire 's house ,<br>and the water of the bar of salcombe is muttering about the bows .","this is the story , strange and true ,<br>that the great captain alau<br>told to his brother the tartar khan ,<br>when he rode that day into kambalu<br>by the road that leadeth to ispahan .",gutenberg,gutenberg,1,2,2,1,2,2,2,1,2,1
7a04fd7a-5fbc-49c3-9230-b0586156eb96_2,"the church-bells rock and jangle , and there is peace on the earth .<br>peace and good will and plenty and christmas games and mirth .<br>o , the gold glints bright on the wind-vane as it shifts above the<br>squire 's house ,<br>and the water of the bar of salcombe is muttering about the bows .","this is the story , strange and true ,<br>that the great captain alau<br>told to his brother the tartar khan ,<br>when he rode that day into kambalu<br>by the road that leadeth to ispahan .",gutenberg,gutenberg,2,2,1,1,1,1,1,1,2,1
2fde4b6f-b97b-4872-919a-39a9ae6428f4_0,"i tell the things i loved you , <br>and when you die with your lover 's gleam , <br>and your brother 's flowers are bare . <br>that time is near , and there , and love is","when i am old and young , <br>and i am weak and troubled , <br>and no one could die for me ; <br>and i could not speak it ,",ngram,ngram,2,1,1,1,1,1,1,2,1,1
2fde4b6f-b97b-4872-919a-39a9ae6428f4_1,"i tell the things i loved you , <br>and when you die with your lover 's gleam , <br>and your brother 's flowers are bare . <br>that time is near , and there , and love is","when i am old and young , <br>and i am weak and troubled , <br>and no one could die for me ; <br>and i could not speak it ,",ngram,ngram,1,2,1,1,1,1,1,1,2,1
2fde4b6f-b97b-4872-919a-39a9ae6428f4_2,"i tell the things i loved you , <br>and when you die with your lover 's gleam , <br>and your brother 's flowers are bare . <br>that time is near , and there , and love is","when i am old and young , <br>and i am weak and troubled , <br>and no one could die for me ; <br>and i could not speak it ,",ngram,ngram,1,2,2,1,2,2,2,1,1,1
9b59e84c-764e-4dbc-8726-a99d14e3102b_0,"o'er a forehead high curled copious hair ,<br>his nose a roman , complexion fair ,<br>o'er an eagle eye an auburn lash ,<br>and he never stopped shoutin ’ thro ’ his moustache !<br>“ higher ! ”","another hundred million dollar baking ! <br>they know how many people smoking lye. <br>no matter whether human barrel aging, <br>or any diamond under yellow dye. <br><br>we work together like banana mortar, <br>my money coming through recycled paper, <br>the juices melting over soda water ! <br>i wanna add a little nutty flavor.",gutenberg,hafez,2,2,1,2,2,1,1,2,1,1
9b59e84c-764e-4dbc-8726-a99d14e3102b_1,"o'er a forehead high curled copious hair ,<br>his nose a roman , complexion fair ,<br>o'er an eagle eye an auburn lash ,<br>and he never stopped shoutin ’ thro ’ his moustache !<br>“ higher ! ”","another hundred million dollar baking ! <br>they know how many people smoking lye. <br>no matter whether human barrel aging, <br>or any diamond under yellow dye. <br><br>we work together like banana mortar, <br>my money coming through recycled paper, <br>the juices melting over soda water ! <br>i wanna add a little nutty flavor.",gutenberg,hafez,2,1,2,2,1,2,2,2,2,2
9b59e84c-764e-4dbc-8726-a99d14e3102b_2,"o'er a forehead high curled copious hair ,<br>his nose a roman , complexion fair ,<br>o'er an eagle eye an auburn lash ,<br>and he never stopped shoutin ’ thro ’ his moustache !<br>“ higher ! ”","another hundred million dollar baking ! <br>they know how many people smoking lye. <br>no matter whether human barrel aging, <br>or any diamond under yellow dye. <br><br>we work together like banana mortar, <br>my money coming through recycled paper, <br>the juices melting over soda water ! <br>i wanna add a little nutty flavor.",gutenberg,hafez,2,1,2,2,2,1,1,1,2,1
ca98a297-48f0-4cda-8f22-3aff1c193b45_0,"we never had another union army ! <br>ah il un jour de lui et e lee. <br>it started from columbus pas l marcy, <br>my baby back to nashville tennessee. <br><br>can you remember me and james monroe, <br>so many stories under louisville ! <br>an english russian william idaho ! <br>an ancient story over chapel hill.","familiar voices, any of it, comes,<br>as it did, back from somewhere in that cold,<br>uncanny distance) into living drums,<br>electric keyboards. even into this,<br>however briefly. even after all,<br>despite whatever echoes i might miss,<br>whatever echoes you might hear from small,<br>enclosed details within details itself,<br>despite whatever echoes, even self.",hafez,true_poetry,2,2,2,2,1,1,2,1,2,1
ca98a297-48f0-4cda-8f22-3aff1c193b45_1,"we never had another union army ! <br>ah il un jour de lui et e lee. <br>it started from columbus pas l marcy, <br>my baby back to nashville tennessee. <br><br>can you remember me and james monroe, <br>so many stories under louisville ! <br>an english russian william idaho ! <br>an ancient story over chapel hill.","familiar voices, any of it, comes,<br>as it did, back from somewhere in that cold,<br>uncanny distance) into living drums,<br>electric keyboards. even into this,<br>however briefly. even after all,<br>despite whatever echoes i might miss,<br>whatever echoes you might hear from small,<br>enclosed details within details itself,<br>despite whatever echoes, even self.",hafez,true_poetry,2,2,2,2,1,1,1,2,1,1
ca98a297-48f0-4cda-8f22-3aff1c193b45_2,"we never had another union army ! <br>ah il un jour de lui et e lee. <br>it started from columbus pas l marcy, <br>my baby back to nashville tennessee. <br><br>can you remember me and james monroe, <br>so many stories under louisville ! <br>an english russian william idaho ! <br>an ancient story over chapel hill.","familiar voices, any of it, comes,<br>as it did, back from somewhere in that cold,<br>uncanny distance) into living drums,<br>electric keyboards. even into this,<br>however briefly. even after all,<br>despite whatever echoes i might miss,<br>whatever echoes you might hear from small,<br>enclosed details within details itself,<br>despite whatever echoes, even self.",hafez,true_poetry,1,2,1,1,2,2,2,1,1,1
a913d027-faa4-4dd1-a99a-f8780ed2f866_0,"they know no one is coming from sofia ! <br>so join this operation joint endeavor ! <br>and die an island under costa rica ! <br>we may become a roman emperor. <br><br>i could create an open skies agreement, <br>to see the dirty south arabian, <br>but you are only human captains regent, <br>my inner mental self determination.","we think not what it is; so still i pray<br>i hear and ask that for it will to be<br>never is willing to be strong and free<br>so, as we will, when all the past was day",hafez,deepspeare,2,2,1,2,2,2,1,2,1,1
a913d027-faa4-4dd1-a99a-f8780ed2f866_1,"they know no one is coming from sofia ! <br>so join this operation joint endeavor ! <br>and die an island under costa rica ! <br>we may become a roman emperor. <br><br>i could create an open skies agreement, <br>to see the dirty south arabian, <br>but you are only human captains regent, <br>my inner mental self determination.","we think not what it is; so still i pray<br>i hear and ask that for it will to be<br>never is willing to be strong and free<br>so, as we will, when all the past was day",hafez,deepspeare,2,2,2,2,2,2,2,2,2,2
a913d027-faa4-4dd1-a99a-f8780ed2f866_2,"they know no one is coming from sofia ! <br>so join this operation joint endeavor ! <br>and die an island under costa rica ! <br>we may become a roman emperor. <br><br>i could create an open skies agreement, <br>to see the dirty south arabian, <br>but you are only human captains regent, <br>my inner mental self determination.","we think not what it is; so still i pray<br>i hear and ask that for it will to be<br>never is willing to be strong and free<br>so, as we will, when all the past was day",hafez,deepspeare,1,1,1,1,1,1,2,1,1,1
a150f92e-6f77-4f33-bdf1-a89a31bbb33d_0,"or even care about decision making ! <br>they wanna play around and calculate. <br>so many people over there creating, <br>that never ever could eliminate. <br><br>not challenge any drug delivery, <br>or something static from an index matching ! <br>we need another new utility ! <br>my body full of heavy metal casting.","unless invited, into any house,<br>however wealthy, which has never. no.<br>however many people are to mouse.<br>however many servants to insure.<br>however many curtains to divide.<br>unless. however many horses) sure,<br>however often you invite the bride,<br>however many children she has. she.<br>unless she has enough. to. cover me.",hafez,true_poetry,2,2,1,2,1,1,1,2,2,2
a150f92e-6f77-4f33-bdf1-a89a31bbb33d_1,"or even care about decision making ! <br>they wanna play around and calculate. <br>so many people over there creating, <br>that never ever could eliminate. <br><br>not challenge any drug delivery, <br>or something static from an index matching ! <br>we need another new utility ! <br>my body full of heavy metal casting.","unless invited, into any house,<br>however wealthy, which has never. no.<br>however many people are to mouse.<br>however many servants to insure.<br>however many curtains to divide.<br>unless. however many horses) sure,<br>however often you invite the bride,<br>however many children she has. she.<br>unless she has enough. to. cover me.",hafez,true_poetry,2,1,1,1,2,2,2,2,1,2
a150f92e-6f77-4f33-bdf1-a89a31bbb33d_2,"or even care about decision making ! <br>they wanna play around and calculate. <br>so many people over there creating, <br>that never ever could eliminate. <br><br>not challenge any drug delivery, <br>or something static from an index matching ! <br>we need another new utility ! <br>my body full of heavy metal casting.","unless invited, into any house,<br>however wealthy, which has never. no.<br>however many people are to mouse.<br>however many servants to insure.<br>however many curtains to divide.<br>unless. however many horses) sure,<br>however often you invite the bride,<br>however many children she has. she.<br>unless she has enough. to. cover me.",hafez,true_poetry,1,2,1,1,1,1,1,1,1,1
0a4a46f2-ba2e-4b4e-981f-93ebae79fdb4_0,"the snow of the summer has flown , <br>the world 's a life to me ! ” <br>and she answered , “ i love you , and i am ” . <br>i would not take me with","a brotherhood of misery ,<br>their smiles as sad as sighs ;<br>whose madness daily maddened me ,<br>distorting into agony<br>the bliss before my eyes !",ngram,gutenberg,1,2,1,2,1,1,1,1,2,1
0a4a46f2-ba2e-4b4e-981f-93ebae79fdb4_1,"the snow of the summer has flown , <br>the world 's a life to me ! ” <br>and she answered , “ i love you , and i am ” . <br>i would not take me with","a brotherhood of misery ,<br>their smiles as sad as sighs ;<br>whose madness daily maddened me ,<br>distorting into agony<br>the bliss before my eyes !",ngram,gutenberg,1,1,2,2,1,1,1,1,2,2
0a4a46f2-ba2e-4b4e-981f-93ebae79fdb4_2,"the snow of the summer has flown , <br>the world 's a life to me ! ” <br>and she answered , “ i love you , and i am ” . <br>i would not take me with","a brotherhood of misery ,<br>their smiles as sad as sighs ;<br>whose madness daily maddened me ,<br>distorting into agony<br>the bliss before my eyes !",ngram,gutenberg,1,1,1,1,1,1,1,1,1,1
f5661d5c-c021-4f0f-9e21-ea440b107f2f_0,"her youth had been a loveless waste ,<br>starred by no holiday .<br>and she had wed for roof , and bread ;<br>she gave her work in pay .<br>( oh ! the moon-memories , vague and strange and dear . )","en cada dia te aloha g. <br>my own entire island oder der, <br>this land of new edition java ee ! <br>how many people under bella ver. <br><br>are going sailing over seven seas ! <br>the only little yellow scorpio, <br>is really very lovely hercules ! <br>an orange plastic flying buffalo.",gutenberg,hafez,2,1,2,2,2,1,1,1,1,2
f5661d5c-c021-4f0f-9e21-ea440b107f2f_1,"her youth had been a loveless waste ,<br>starred by no holiday .<br>and she had wed for roof , and bread ;<br>she gave her work in pay .<br>( oh ! the moon-memories , vague and strange and dear . )","en cada dia te aloha g. <br>my own entire island oder der, <br>this land of new edition java ee ! <br>how many people under bella ver. <br><br>are going sailing over seven seas ! <br>the only little yellow scorpio, <br>is really very lovely hercules ! <br>an orange plastic flying buffalo.",gutenberg,hafez,1,2,1,1,1,1,2,2,1,1
f5661d5c-c021-4f0f-9e21-ea440b107f2f_2,"her youth had been a loveless waste ,<br>starred by no holiday .<br>and she had wed for roof , and bread ;<br>she gave her work in pay .<br>( oh ! the moon-memories , vague and strange and dear . )","en cada dia te aloha g. <br>my own entire island oder der, <br>this land of new edition java ee ! <br>how many people under bella ver. <br><br>are going sailing over seven seas ! <br>the only little yellow scorpio, <br>is really very lovely hercules ! <br>an orange plastic flying buffalo.",gutenberg,hafez,2,1,2,2,1,1,1,1,1,1
6d9d599f-2aa4-44b0-9907-42fdb03ec8ed_0,"perhaps reflecting that perhaps he, too,<br>might profit by the lessons taught to thee,<br>begins again his discourse. he is. to.<br>accounted one of england' greatest, he,<br>among his other merit. having, long,<br>and closely studied nature; knowing she,<br>alas, so rarely offers men of strong,<br>awake resolve, instructions, methods. he,<br>moreover ( i remark) an able. see.","lo droops the sound of darkness on my breast <br>shine on the eve , the light burst on her breast <br>“ night , and my toils have lovers ’ locks pursue 'd <br>o have i done so well , have cunning to",true_poetry,jhamtani,1,1,2,1,2,1,1,1,2,1
6d9d599f-2aa4-44b0-9907-42fdb03ec8ed_1,"perhaps reflecting that perhaps he, too,<br>might profit by the lessons taught to thee,<br>begins again his discourse. he is. to.<br>accounted one of england' greatest, he,<br>among his other merit. having, long,<br>and closely studied nature; knowing she,<br>alas, so rarely offers men of strong,<br>awake resolve, instructions, methods. he,<br>moreover ( i remark) an able. see.","lo droops the sound of darkness on my breast <br>shine on the eve , the light burst on her breast <br>“ night , and my toils have lovers ’ locks pursue 'd <br>o have i done so well , have cunning to",true_poetry,jhamtani,2,1,1,1,1,1,1,1,1,1
6d9d599f-2aa4-44b0-9907-42fdb03ec8ed_2,"perhaps reflecting that perhaps he, too,<br>might profit by the lessons taught to thee,<br>begins again his discourse. he is. to.<br>accounted one of england' greatest, he,<br>among his other merit. having, long,<br>and closely studied nature; knowing she,<br>alas, so rarely offers men of strong,<br>awake resolve, instructions, methods. he,<br>moreover ( i remark) an able. see.","lo droops the sound of darkness on my breast <br>shine on the eve , the light burst on her breast <br>“ night , and my toils have lovers ’ locks pursue 'd <br>o have i done so well , have cunning to",true_poetry,jhamtani,1,1,1,1,1,1,2,1,1,1
1bf17787-0ce9-45c1-b110-e1f7cc2135a4_0,"upon my body, after i myself,<br>and after peter, saying to myself,<br>upon my mother, mary, saying) self,<br>upon the woman, mary mother, whom,<br>behold i take the second mother; then,<br>embracing peter, taking him my groom,<br>behold i also take the second's men,<br>behold i likewise peter; after which,<br>ascending silent into heaven rich.","i love to rise in a summer morn ,<br>when the birds sing on every tree ;<br>the distant huntsman winds his horn ,<br>and the skylark sings with me :<br>o what sweet company !",true_poetry,gutenberg,2,1,1,1,1,2,2,2,2,2
1bf17787-0ce9-45c1-b110-e1f7cc2135a4_1,"upon my body, after i myself,<br>and after peter, saying to myself,<br>upon my mother, mary, saying) self,<br>upon the woman, mary mother, whom,<br>behold i take the second mother; then,<br>embracing peter, taking him my groom,<br>behold i also take the second's men,<br>behold i likewise peter; after which,<br>ascending silent into heaven rich.","i love to rise in a summer morn ,<br>when the birds sing on every tree ;<br>the distant huntsman winds his horn ,<br>and the skylark sings with me :<br>o what sweet company !",true_poetry,gutenberg,2,2,1,2,1,1,2,2,1,1
1bf17787-0ce9-45c1-b110-e1f7cc2135a4_2,"upon my body, after i myself,<br>and after peter, saying to myself,<br>upon my mother, mary, saying) self,<br>upon the woman, mary mother, whom,<br>behold i take the second mother; then,<br>embracing peter, taking him my groom,<br>behold i also take the second's men,<br>behold i likewise peter; after which,<br>ascending silent into heaven rich.","i love to rise in a summer morn ,<br>when the birds sing on every tree ;<br>the distant huntsman winds his horn ,<br>and the skylark sings with me :<br>o what sweet company !",true_poetry,gutenberg,1,1,1,2,1,1,1,1,1,1
96095ab6-86bf-4efc-a9fe-f56fa3a66d89_0,"the moper mopeth all the day ;<br>he mopeth eke at night ;<br>and never is the moper gay ,<br>but , grim and serious alway ,<br>he is a sorry sight .","however, only see inside the lake,<br>and cannot see the bottom of the tree,<br>although the water almost always) take,<br>because of this transparent water. this,<br>however, only happens when it shines.<br>because the sunlight cannot pass from piss,<br>however, water cannot be the signs.<br>because the sunlight cannot enter, there,<br>however cannot also be the air.",gutenberg,true_poetry,1,1,1,1,2,1,2,1,1,1
96095ab6-86bf-4efc-a9fe-f56fa3a66d89_1,"the moper mopeth all the day ;<br>he mopeth eke at night ;<br>and never is the moper gay ,<br>but , grim and serious alway ,<br>he is a sorry sight .","however, only see inside the lake,<br>and cannot see the bottom of the tree,<br>although the water almost always) take,<br>because of this transparent water. this,<br>however, only happens when it shines.<br>because the sunlight cannot pass from piss,<br>however, water cannot be the signs.<br>because the sunlight cannot enter, there,<br>however cannot also be the air.",gutenberg,true_poetry,1,2,2,1,1,1,1,1,1,1
96095ab6-86bf-4efc-a9fe-f56fa3a66d89_2,"the moper mopeth all the day ;<br>he mopeth eke at night ;<br>and never is the moper gay ,<br>but , grim and serious alway ,<br>he is a sorry sight .","however, only see inside the lake,<br>and cannot see the bottom of the tree,<br>although the water almost always) take,<br>because of this transparent water. this,<br>however, only happens when it shines.<br>because the sunlight cannot pass from piss,<br>however, water cannot be the signs.<br>because the sunlight cannot enter, there,<br>however cannot also be the air.",gutenberg,true_poetry,2,2,2,2,2,2,2,1,1,1
7f314be8-fa9c-43bf-a932-f7f98b13112b_0,"into my hand; for that i felt so bright<br>it swam a water over; when the sun<br>was stirring in the snow, so soft as white<br>and hidden far away, as it was down","i know that there is a tiny tune , <br>and i am fain for thee to be <br>the love that comes to heaven . <br>the mother of the poet ,",deepspeare,ngram,2,1,2,1,2,1,2,1,1,1
7f314be8-fa9c-43bf-a932-f7f98b13112b_1,"into my hand; for that i felt so bright<br>it swam a water over; when the sun<br>was stirring in the snow, so soft as white<br>and hidden far away, as it was down","i know that there is a tiny tune , <br>and i am fain for thee to be <br>the love that comes to heaven . <br>the mother of the poet ,",deepspeare,ngram,2,2,2,2,2,1,2,2,1,2
7f314be8-fa9c-43bf-a932-f7f98b13112b_2,"into my hand; for that i felt so bright<br>it swam a water over; when the sun<br>was stirring in the snow, so soft as white<br>and hidden far away, as it was down","i know that there is a tiny tune , <br>and i am fain for thee to be <br>the love that comes to heaven . <br>the mother of the poet ,",deepspeare,ngram,1,2,1,1,1,1,1,2,1,1
e80e409a-a90f-4d5b-8da4-f407e0710375_0,"i have a life to thee and me , <br>but when i am at rest . <br>a little while , with a shy , sweet , <br>i have a thousand things to be .","time hast thou on life to honest sore hand ,<br>silent such strange , new rule , which by day<br>sprang from god , this 'd of my tongue to step me —<br>old foe ! the line of sorrow beyond out ,<br>no",ngram,lstm,1,2,2,2,1,1,2,1,1,1
e80e409a-a90f-4d5b-8da4-f407e0710375_1,"i have a life to thee and me , <br>but when i am at rest . <br>a little while , with a shy , sweet , <br>i have a thousand things to be .","time hast thou on life to honest sore hand ,<br>silent such strange , new rule , which by day<br>sprang from god , this 'd of my tongue to step me —<br>old foe ! the line of sorrow beyond out ,<br>no",ngram,lstm,1,1,1,1,1,1,1,1,1,1
e80e409a-a90f-4d5b-8da4-f407e0710375_2,"i have a life to thee and me , <br>but when i am at rest . <br>a little while , with a shy , sweet , <br>i have a thousand things to be .","time hast thou on life to honest sore hand ,<br>silent such strange , new rule , which by day<br>sprang from god , this 'd of my tongue to step me —<br>old foe ! the line of sorrow beyond out ,<br>no",ngram,lstm,1,1,1,1,2,2,1,1,1,1
60fdc7a3-b6fe-42bb-a9a6-cba297ad94e6_0,"o vieux momotombo , colosse chauve et nu ,<br>qui songes près des mers , et fais de ton cratère<br>une tiare d'ombre et de flamme à la terre ,<br>pourquoi , lorsqu'à ton seuil terrible nous frappons ,<br>ne veux-tu pas du dieu qu'on t'apporte ? réponds .","oh , why can n't you like to be ? ” <br>“ well , thou art not for the rest ? <br>yet , when i saw the morning rays <br>we saw the happy year ,",gutenberg,ngram,2,1,2,2,2,2,1,2,2,2
60fdc7a3-b6fe-42bb-a9a6-cba297ad94e6_1,"o vieux momotombo , colosse chauve et nu ,<br>qui songes près des mers , et fais de ton cratère<br>une tiare d'ombre et de flamme à la terre ,<br>pourquoi , lorsqu'à ton seuil terrible nous frappons ,<br>ne veux-tu pas du dieu qu'on t'apporte ? réponds .","oh , why can n't you like to be ? ” <br>“ well , thou art not for the rest ? <br>yet , when i saw the morning rays <br>we saw the happy year ,",gutenberg,ngram,2,2,2,2,2,2,2,1,1,1
60fdc7a3-b6fe-42bb-a9a6-cba297ad94e6_2,"o vieux momotombo , colosse chauve et nu ,<br>qui songes près des mers , et fais de ton cratère<br>une tiare d'ombre et de flamme à la terre ,<br>pourquoi , lorsqu'à ton seuil terrible nous frappons ,<br>ne veux-tu pas du dieu qu'on t'apporte ? réponds .","oh , why can n't you like to be ? ” <br>“ well , thou art not for the rest ? <br>yet , when i saw the morning rays <br>we saw the happy year ,",gutenberg,ngram,2,1,1,2,1,1,1,2,1,1
2699b196-cd32-413e-a4e9-bbeddd61beb9_0,"by rear-admiral ronald a. hopwood , c. b .<br>the new navy , and other poems<br>the secret of the ships 3s . 6d . net<br>the old way , and other poems 3s . 6d . net<br>4th impression","i am not fair , <br>i see her old , sweet heart , and she <br>was in the night the while he sang , <br>“ may heaven be shaken on your way ,",gutenberg,ngram,1,1,2,1,2,1,1,1,1,1
2699b196-cd32-413e-a4e9-bbeddd61beb9_1,"by rear-admiral ronald a. hopwood , c. b .<br>the new navy , and other poems<br>the secret of the ships 3s . 6d . net<br>the old way , and other poems 3s . 6d . net<br>4th impression","i am not fair , <br>i see her old , sweet heart , and she <br>was in the night the while he sang , <br>“ may heaven be shaken on your way ,",gutenberg,ngram,2,2,2,2,2,2,2,1,2,2
2699b196-cd32-413e-a4e9-bbeddd61beb9_2,"by rear-admiral ronald a. hopwood , c. b .<br>the new navy , and other poems<br>the secret of the ships 3s . 6d . net<br>the old way , and other poems 3s . 6d . net<br>4th impression","i am not fair , <br>i see her old , sweet heart , and she <br>was in the night the while he sang , <br>“ may heaven be shaken on your way ,",gutenberg,ngram,2,2,2,2,2,2,2,2,2,2
2e712d8d-3a7e-4f0e-bb1b-bcd4c65f67fd_0,"but owre my left shouther i gae him a blink ,<br>lest neebors might say i was saucy ;<br>my wooer he caper 'd as he 'd been in drink ,<br>and vow 'd i was his dear lassie , dear lassie ,<br>and vow 'd i was his dear lassie .","the castle of our desire vultures we should not thought <br>we saw the an abused in the waste of light <br>the heat was great, but we could not hide <br>the fire was dim, but the foxes were spoiled afar <br>the vale of the holy water would not bare <br>",gutenberg,gpt2,1,1,1,1,1,2,2,2,1,2
2e712d8d-3a7e-4f0e-bb1b-bcd4c65f67fd_1,"but owre my left shouther i gae him a blink ,<br>lest neebors might say i was saucy ;<br>my wooer he caper 'd as he 'd been in drink ,<br>and vow 'd i was his dear lassie , dear lassie ,<br>and vow 'd i was his dear lassie .","the castle of our desire vultures we should not thought <br>we saw the an abused in the waste of light <br>the heat was great, but we could not hide <br>the fire was dim, but the foxes were spoiled afar <br>the vale of the holy water would not bare <br>",gutenberg,gpt2,2,2,1,1,1,1,1,1,1,1
2e712d8d-3a7e-4f0e-bb1b-bcd4c65f67fd_2,"but owre my left shouther i gae him a blink ,<br>lest neebors might say i was saucy ;<br>my wooer he caper 'd as he 'd been in drink ,<br>and vow 'd i was his dear lassie , dear lassie ,<br>and vow 'd i was his dear lassie .","the castle of our desire vultures we should not thought <br>we saw the an abused in the waste of light <br>the heat was great, but we could not hide <br>the fire was dim, but the foxes were spoiled afar <br>the vale of the holy water would not bare <br>",gutenberg,gpt2,1,1,2,2,1,1,2,2,1,2
58cc3e7f-f27f-413f-a511-cf88467cffd7_0,"oh ! snatched away in beauty 's bloom ,<br>on thee shall press no ponderous tomb ;<br>but on thy turf shall roses rear<br>their leaves , the earliest of the year ;<br>and the wild cypress wave in tender gloom :[ li ]","their on the tree the angels ’ rose to me <br>i glance at those see whether at its own <br>return to join the prize , and bids me tolde <br>take to rejoice , to thee , the cause to thee",gutenberg,jhamtani,1,2,1,1,1,1,2,2,2,2
58cc3e7f-f27f-413f-a511-cf88467cffd7_1,"oh ! snatched away in beauty 's bloom ,<br>on thee shall press no ponderous tomb ;<br>but on thy turf shall roses rear<br>their leaves , the earliest of the year ;<br>and the wild cypress wave in tender gloom :[ li ]","their on the tree the angels ’ rose to me <br>i glance at those see whether at its own <br>return to join the prize , and bids me tolde <br>take to rejoice , to thee , the cause to thee",gutenberg,jhamtani,1,1,1,1,1,1,1,2,2,1
58cc3e7f-f27f-413f-a511-cf88467cffd7_2,"oh ! snatched away in beauty 's bloom ,<br>on thee shall press no ponderous tomb ;<br>but on thy turf shall roses rear<br>their leaves , the earliest of the year ;<br>and the wild cypress wave in tender gloom :[ li ]","their on the tree the angels ’ rose to me <br>i glance at those see whether at its own <br>return to join the prize , and bids me tolde <br>take to rejoice , to thee , the cause to thee",gutenberg,jhamtani,2,2,1,2,2,1,1,1,1,2
1c2bb6ba-04ad-4c06-abc5-6f33b90c931d_0,"or is it an elephant , white as milk and bearing a severed head<br>that tatters his broad soft wrinkled flank in tawdry patches of red ,<br>with a negro giant to walk beside and a temple dome above ,<br>where ruby and emerald shatter the sun ,— is it these that should<br>please my love ?","are people going under pryor creek ! <br>not reading miller brewing company, <br>each day i see another losing streak, <br>humans at police and benny hee. <br><br>their verbal massive unemployment rate ! <br>they know about the video replay ! <br>its only one commercial real estate ! <br>designed to perish like an ocean spray.",gutenberg,hafez,1,1,2,2,2,2,2,1,2,2
1c2bb6ba-04ad-4c06-abc5-6f33b90c931d_1,"or is it an elephant , white as milk and bearing a severed head<br>that tatters his broad soft wrinkled flank in tawdry patches of red ,<br>with a negro giant to walk beside and a temple dome above ,<br>where ruby and emerald shatter the sun ,— is it these that should<br>please my love ?","are people going under pryor creek ! <br>not reading miller brewing company, <br>each day i see another losing streak, <br>humans at police and benny hee. <br><br>their verbal massive unemployment rate ! <br>they know about the video replay ! <br>its only one commercial real estate ! <br>designed to perish like an ocean spray.",gutenberg,hafez,1,2,1,1,2,2,2,1,2,1
1c2bb6ba-04ad-4c06-abc5-6f33b90c931d_2,"or is it an elephant , white as milk and bearing a severed head<br>that tatters his broad soft wrinkled flank in tawdry patches of red ,<br>with a negro giant to walk beside and a temple dome above ,<br>where ruby and emerald shatter the sun ,— is it these that should<br>please my love ?","are people going under pryor creek ! <br>not reading miller brewing company, <br>each day i see another losing streak, <br>humans at police and benny hee. <br><br>their verbal massive unemployment rate ! <br>they know about the video replay ! <br>its only one commercial real estate ! <br>designed to perish like an ocean spray.",gutenberg,hafez,2,1,1,2,1,1,2,2,2,1
e04e7678-5376-4774-a316-280781cccfa7_0,"then saw he left him and from brighter day<br>he now was such so white as from the snow<br>of the past, shall set it on his brow<br>and withered, as it hath to pass away","the castle of our desire vultures we must be seen <br>the castle with a watery lustre you might obtain <br>and the wanderer to the castle of the mind <br>cloven of our souls, and set my foot on ground <br>with what delight the meanest wanderer could understand",deepspeare,gpt2,1,1,2,1,1,1,1,1,1,1
